Industry,Sector,Sub_Sector,Indicator,Governorate,District,Date,Year,Quarter,Value,Unit,Confidence_Score,Source_Verified,YoY_Change,Source_ID
Agriculture,Crops,Wheat,Export Volume,Dakahlia,Talkha,2024-Q1,2024,Q1,29425.81,Units,High,False,5.3,SRC-623
Agriculture,Crops,Cotton,Long Staple Price,Dakahlia,Talkha,2024-Q1,2024,Q1,6795.62,EGP,Medium,False,7.3,SRC-828
Agriculture,Crops,Cotton,Short Staple Price,Dakahlia,Talkha,2024-Q1,2024,Q1,9993.9,EGP,High,False,21.7,
Agriculture,Crops,Cotton,Export Volume,Dakahlia,Talkha,2024-Q1,2024,Q1,38183.58,Units,High,False,9.1,SRC-529
Agriculture,Crops,Rice,Yield per Feddan,Dakahlia,Talkha,2024-Q1,2024,Q1,1624.12,Units,Medium,True,-9.3,SRC-727
Agriculture,Crops,Rice,Market Price (Ton),Dakahlia,Talkha,2024-Q1,2024,Q1,5939.56,EGP,High,False,-12.7,SRC-549
Agriculture,Livestock,Cattle,Head Count,Dakahlia,Talkha,2024-Q1,2024,Q1,2866.4,Units,Low,False,1.8,SRC-956
Agriculture,Livestock,Cattle,Meat Price,Dakahlia,Talkha,2024-Q1,2024,Q1,6332.08,EGP,Medium,True,-11.9,
Agriculture,Livestock,Poultry,Egg Production,Dakahlia,Talkha,2024-Q1,2024,Q1,1777.94,Units,Medium,False,-2.0,SRC-659
Agriculture,Livestock,Poultry,Meat Price,Dakahlia,Talkha,2024-Q1,2024,Q1,1179.61,EGP,Low,True,-14.2,SRC-771
Manufacturing,Textiles,Raw Materials,Cotton Yarn Price,Dakahlia,Talkha,2024-Q1,2024,Q1,4062.86,EGP,Low,True,0.1,SRC-182
Manufacturing,Textiles,Raw Materials,Synthetic Fiber Price,Dakahlia,Talkha,2024-Q1,2024,Q1,6568.94,EGP,Medium,True,-3.4,SRC-314
Manufacturing,Textiles,Apparel,Export Volume,Dakahlia,Talkha,2024-Q1,2024,Q1,38690.9,Units,Low,False,23.8,SRC-551
Manufacturing,Textiles,Apparel,Local Sales Volume,Dakahlia,Talkha,2024-Q1,2024,Q1,4408.77,Units,Medium,True,3.1,
Manufacturing,Chemicals,Fertilizers,Nitrogen Price,Dakahlia,Talkha,2024-Q1,2024,Q1,3347.86,EGP,High,False,10.6,
Manufacturing,Chemicals,Fertilizers,Phosphate Price,Dakahlia,Talkha,2024-Q1,2024,Q1,6144.86,EGP,Medium,False,-14.8,SRC-835
Manufacturing,Chemicals,Plastics,Polyethylene Price,Dakahlia,Talkha,2024-Q1,2024,Q1,5863.29,EGP,High,False,19.3,SRC-207
Manufacturing,Chemicals,Plastics,Polypropylene Price,Dakahlia,Talkha,2024-Q1,2024,Q1,6435.23,EGP,Low,False,19.2,
Real Estate,Residential,Rental,Occupancy Rate,Dakahlia,Talkha,2024-Q1,2024,Q1,266.9,Units,High,True,22.0,
Real Estate,Residential,Sales,Avg Price (Sqm),Dakahlia,Talkha,2024-Q1,2024,Q1,12296.54,EGP,High,False,23.3,SRC-260
Real Estate,Residential,Sales,Sales Volume,Dakahlia,Talkha,2024-Q1,2024,Q1,3587.91,Units,Medium,True,-14.1,SRC-287
Real Estate,Commercial,Retail,Avg Rent (Sqm),Dakahlia,Talkha,2024-Q1,2024,Q1,3713.43,EGP,Medium,True,-5.8,
Real Estate,Commercial,Retail,Foot Traffic Score,Dakahlia,Talkha,2024-Q1,2024,Q1,744.88,Units,Medium,False,-10.8,SRC-620
Real Estate,Commercial,Office,Avg Rent (Sqm),Dakahlia,Talkha,2024-Q1,2024,Q1,3359.88,EGP,High,True,17.8,SRC-402
Real Estate,Commercial,Office,Vacancy Rate,Dakahlia,Talkha,2024-Q1,2024,Q1,1069.9,Units,High,True,-6.6,SRC-153
Agriculture,Crops,Wheat,Yield per Feddan,Dakahlia,Talkha,2024-Q2,2024,Q2,2749.65,Units,High,False,5.2,
Agriculture,Crops,Wheat,Market Price (Ton),Dakahlia,Talkha,2024-Q2,2024,Q2,5643.94,EGP,Low,False,-2.7,SRC-473
Agriculture,Crops,Wheat,Export Volume,Dakahlia,Talkha,2024-Q2,2024,Q2,22510.07,Units,High,False,1.9,SRC-994
Agriculture,Crops,Cotton,Long Staple Price,Dakahlia,Talkha,2024-Q2,2024,Q2,2197.63,EGP,Low,False,-7.2,SRC-772
Agriculture,Crops,Cotton,Short Staple Price,Dakahlia,Talkha,2024-Q2,2024,Q2,7804.3,EGP,High,True,5.4,SRC-150
Agriculture,Crops,Cotton,Export Volume,Dakahlia,Talkha,2024-Q2,2024,Q2,19642.34,Units,Low,True,20.4,
Agriculture,Crops,Rice,Yield per Feddan,Dakahlia,Talkha,2024-Q2,2024,Q2,1975.2,Units,High,True,-6.8,
Agriculture,Crops,Rice,Market Price (Ton),Dakahlia,Talkha,2024-Q2,2024,Q2,3737.06,EGP,Medium,True,24.0,
Agriculture,Livestock,Cattle,Head Count,Dakahlia,Talkha,2024-Q2,2024,Q2,5144.58,Units,Medium,False,23.8,SRC-741
Agriculture,Livestock,Cattle,Milk Production,Dakahlia,Talkha,2024-Q2,2024,Q2,3758.69,Units,Medium,False,19.7,SRC-325
Agriculture,Livestock,Cattle,Meat Price,Dakahlia,Talkha,2024-Q2,2024,Q2,7323.82,EGP,Low,True,3.4,
Agriculture,Livestock,Poultry,Egg Production,Dakahlia,Talkha,2024-Q2,2024,Q2,2105.24,Units,Low,True,20.4,
Agriculture,Livestock,Poultry,Meat Price,Dakahlia,Talkha,2024-Q2,2024,Q2,5173.14,EGP,Low,False,-13.2,SRC-546
Manufacturing,Textiles,Raw Materials,Cotton Yarn Price,Dakahlia,Talkha,2024-Q2,2024,Q2,6945.83,EGP,Medium,True,21.0,
Manufacturing,Textiles,Raw Materials,Synthetic Fiber Price,Dakahlia,Talkha,2024-Q2,2024,Q2,4572.7,EGP,Low,False,18.5,SRC-332
Manufacturing,Textiles,Apparel,Export Volume,Dakahlia,Talkha,2024-Q2,2024,Q2,6513.56,Units,High,True,-12.0,
Manufacturing,Textiles,Apparel,Local Sales Volume,Dakahlia,Talkha,2024-Q2,2024,Q2,37195.17,Units,Low,False,10.7,SRC-565
Manufacturing,Chemicals,Fertilizers,Nitrogen Price,Dakahlia,Talkha,2024-Q2,2024,Q2,5197.33,EGP,Medium,False,-1.9,SRC-775
Manufacturing,Chemicals,Fertilizers,Phosphate Price,Dakahlia,Talkha,2024-Q2,2024,Q2,10562.11,EGP,High,False,16.0,SRC-711
Manufacturing,Chemicals,Fertilizers,Production Volume,Dakahlia,Talkha,2024-Q2,2024,Q2,50389.87,Units,Medium,False,18.3,SRC-717
Manufacturing,Chemicals,Plastics,Polyethylene Price,Dakahlia,Talkha,2024-Q2,2024,Q2,3426.28,EGP,High,False,-1.4,SRC-999
Manufacturing,Chemicals,Plastics,Polypropylene Price,Dakahlia,Talkha,2024-Q2,2024,Q2,9689.69,EGP,Medium,False,7.1,SRC-380
Real Estate,Residential,Rental,Avg Rent (Sqm),Dakahlia,Talkha,2024-Q2,2024,Q2,2012.67,EGP,Medium,True,12.8,
Real Estate,Residential,Rental,Occupancy Rate,Dakahlia,Talkha,2024-Q2,2024,Q2,3343.09,Units,Medium,True,-4.7,SRC-330
Real Estate,Residential,Sales,Avg Price (Sqm),Dakahlia,Talkha,2024-Q2,2024,Q2,7255.7,EGP,High,False,12.3,SRC-218
Real Estate,Residential,Sales,Sales Volume,Dakahlia,Talkha,2024-Q2,2024,Q2,42842.45,Units,Low,False,-4.5,SRC-697
Real Estate,Commercial,Retail,Avg Rent (Sqm),Dakahlia,Talkha,2024-Q2,2024,Q2,4106.58,EGP,High,False,13.0,SRC-542
Real Estate,Commercial,Retail,Foot Traffic Score,Dakahlia,Talkha,2024-Q2,2024,Q2,3950.45,Units,High,True,-8.5,SRC-545
Real Estate,Commercial,Office,Vacancy Rate,Dakahlia,Talkha,2024-Q2,2024,Q2,793.49,Units,Low,True,-11.2,
Agriculture,Crops,Wheat,Yield per Feddan,Dakahlia,Talkha,2024-Q3,2024,Q3,362.92,Units,High,False,9.2,SRC-304
Agriculture,Crops,Wheat,Market Price (Ton),Dakahlia,Talkha,2024-Q3,2024,Q3,963.34,EGP,Low,False,-14.2,SRC-601
Agriculture,Crops,Wheat,Export Volume,Dakahlia,Talkha,2024-Q3,2024,Q3,5255.35,Units,Low,False,-0.0,SRC-997
Agriculture,Crops,Cotton,Long Staple Price,Dakahlia,Talkha,2024-Q3,2024,Q3,2553.23,EGP,High,True,11.4,SRC-268
Agriculture,Crops,Cotton,Short Staple Price,Dakahlia,Talkha,2024-Q3,2024,Q3,728.29,EGP,Low,False,23.4,SRC-219
Agriculture,Crops,Cotton,Export Volume,Dakahlia,Talkha,2024-Q3,2024,Q3,19949.34,Units,Low,False,11.2,
Agriculture,Crops,Rice,Yield per Feddan,Dakahlia,Talkha,2024-Q3,2024,Q3,2002.94,Units,High,False,2.7,
Agriculture,Crops,Rice,Market Price (Ton),Dakahlia,Talkha,2024-Q3,2024,Q3,322.06,EGP,High,False,23.0,SRC-361
Agriculture,Livestock,Cattle,Head Count,Dakahlia,Talkha,2024-Q3,2024,Q3,339.46,Units,High,False,17.2,
Agriculture,Livestock,Cattle,Milk Production,Dakahlia,Talkha,2024-Q3,2024,Q3,1233.72,Units,Medium,False,9.9,
Agriculture,Livestock,Cattle,Meat Price,Dakahlia,Talkha,2024-Q3,2024,Q3,5746.08,EGP,High,True,-4.6,SRC-195
Agriculture,Livestock,Poultry,Egg Production,Dakahlia,Talkha,2024-Q3,2024,Q3,3435.92,Units,Low,True,0.8,SRC-305
Agriculture,Livestock,Poultry,Meat Price,Dakahlia,Talkha,2024-Q3,2024,Q3,6651.03,EGP,High,True,-2.9,
Manufacturing,Textiles,Raw Materials,Cotton Yarn Price,Dakahlia,Talkha,2024-Q3,2024,Q3,5004.72,EGP,Low,False,-13.7,SRC-427
Manufacturing,Textiles,Raw Materials,Synthetic Fiber Price,Dakahlia,Talkha,2024-Q3,2024,Q3,2896.95,EGP,Low,True,-14.3,SRC-195
Manufacturing,Textiles,Apparel,Export Volume,Dakahlia,Talkha,2024-Q3,2024,Q3,51591.12,Units,High,True,21.9,SRC-547
Manufacturing,Textiles,Apparel,Local Sales Volume,Dakahlia,Talkha,2024-Q3,2024,Q3,49922.18,Units,Medium,False,14.6,SRC-289
Manufacturing,Chemicals,Fertilizers,Nitrogen Price,Dakahlia,Talkha,2024-Q3,2024,Q3,923.93,EGP,Medium,False,21.8,
Manufacturing,Chemicals,Fertilizers,Phosphate Price,Dakahlia,Talkha,2024-Q3,2024,Q3,7366.24,EGP,Medium,True,7.2,SRC-539
Manufacturing,Chemicals,Fertilizers,Production Volume,Dakahlia,Talkha,2024-Q3,2024,Q3,19351.82,Units,Medium,True,14.5,SRC-872
Manufacturing,Chemicals,Plastics,Polyethylene Price,Dakahlia,Talkha,2024-Q3,2024,Q3,6557.85,EGP,Medium,True,-7.0,SRC-874
Manufacturing,Chemicals,Plastics,Polypropylene Price,Dakahlia,Talkha,2024-Q3,2024,Q3,10648.37,EGP,Low,False,21.7,SRC-796
Real Estate,Residential,Rental,Occupancy Rate,Dakahlia,Talkha,2024-Q3,2024,Q3,3656.26,Units,High,False,7.7,
Real Estate,Residential,Sales,Avg Price (Sqm),Dakahlia,Talkha,2024-Q3,2024,Q3,8627.75,EGP,High,False,-5.3,SRC-669
Real Estate,Residential,Sales,Sales Volume,Dakahlia,Talkha,2024-Q3,2024,Q3,49997.53,Units,High,True,19.2,SRC-910
Real Estate,Commercial,Retail,Foot Traffic Score,Dakahlia,Talkha,2024-Q3,2024,Q3,2852.03,Units,Medium,True,2.2,SRC-686
Real Estate,Commercial,Office,Avg Rent (Sqm),Dakahlia,Talkha,2024-Q3,2024,Q3,2517.36,EGP,High,True,0.8,SRC-634
Real Estate,Commercial,Office,Vacancy Rate,Dakahlia,Talkha,2024-Q3,2024,Q3,2308.3,Units,High,True,9.4,SRC-777
Agriculture,Crops,Wheat,Yield per Feddan,Dakahlia,Talkha,2024-Q4,2024,Q4,4537.56,Units,Medium,True,4.9,
Agriculture,Crops,Wheat,Export Volume,Dakahlia,Talkha,2024-Q4,2024,Q4,14538.24,Units,Medium,False,-3.6,SRC-555
Agriculture,Crops,Cotton,Long Staple Price,Dakahlia,Talkha,2024-Q4,2024,Q4,446.95,EGP,Low,False,3.4,SRC-992
Agriculture,Crops,Cotton,Short Staple Price,Dakahlia,Talkha,2024-Q4,2024,Q4,1218.79,EGP,High,True,3.8,SRC-951
Agriculture,Crops,Cotton,Export Volume,Dakahlia,Talkha,2024-Q4,2024,Q4,29286.47,Units,Medium,False,-3.0,
Agriculture,Crops,Rice,Yield per Feddan,Dakahlia,Talkha,2024-Q4,2024,Q4,4053.8,Units,Medium,False,-3.3,SRC-161
Agriculture,Crops,Rice,Market Price (Ton),Dakahlia,Talkha,2024-Q4,2024,Q4,6987.64,EGP,High,False,-11.3,
Agriculture,Livestock,Cattle,Head Count,Dakahlia,Talkha,2024-Q4,2024,Q4,4568.49,Units,Medium,True,0.7,
Agriculture,Livestock,Cattle,Milk Production,Dakahlia,Talkha,2024-Q4,2024,Q4,4368.66,Units,High,False,2.6,
Agriculture,Livestock,Cattle,Meat Price,Dakahlia,Talkha,2024-Q4,2024,Q4,7992.81,EGP,Medium,False,19.1,
Agriculture,Livestock,Poultry,Egg Production,Dakahlia,Talkha,2024-Q4,2024,Q4,1177.75,Units,Medium,True,0.1,SRC-797
Agriculture,Livestock,Poultry,Meat Price,Dakahlia,Talkha,2024-Q4,2024,Q4,2060.29,EGP,Medium,True,-3.2,SRC-957
Manufacturing,Textiles,Raw Materials,Cotton Yarn Price,Dakahlia,Talkha,2024-Q4,2024,Q4,6294.57,EGP,High,True,-2.2,SRC-539
Manufacturing,Textiles,Raw Materials,Synthetic Fiber Price,Dakahlia,Talkha,2024-Q4,2024,Q4,5269.05,EGP,High,False,19.5,SRC-309
Manufacturing,Textiles,Apparel,Export Volume,Dakahlia,Talkha,2024-Q4,2024,Q4,38758.42,Units,Medium,True,-7.7,
Manufacturing,Textiles,Apparel,Local Sales Volume,Dakahlia,Talkha,2024-Q4,2024,Q4,43708.85,Units,High,False,1.3,SRC-571
Manufacturing,Chemicals,Fertilizers,Nitrogen Price,Dakahlia,Talkha,2024-Q4,2024,Q4,3614.05,EGP,Low,False,-2.1,SRC-692
Manufacturing,Chemicals,Fertilizers,Phosphate Price,Dakahlia,Talkha,2024-Q4,2024,Q4,3906.27,EGP,High,True,19.8,SRC-464
Manufacturing,Chemicals,Plastics,Polyethylene Price,Dakahlia,Talkha,2024-Q4,2024,Q4,4104.43,EGP,High,True,5.8,
Manufacturing,Chemicals,Plastics,Polypropylene Price,Dakahlia,Talkha,2024-Q4,2024,Q4,7766.27,EGP,Medium,False,24.7,SRC-698
Real Estate,Residential,Rental,Avg Rent (Sqm),Dakahlia,Talkha,2024-Q4,2024,Q4,4655.84,EGP,Low,False,-2.9,SRC-861
Real Estate,Residential,Rental,Occupancy Rate,Dakahlia,Talkha,2024-Q4,2024,Q4,2417.75,Units,Low,True,9.0,
Real Estate,Residential,Sales,Avg Price (Sqm),Dakahlia,Talkha,2024-Q4,2024,Q4,8497.08,EGP,Low,False,18.8,SRC-405
Real Estate,Residential,Sales,Sales Volume,Dakahlia,Talkha,2024-Q4,2024,Q4,43030.31,Units,Medium,True,1.3,SRC-640
Real Estate,Commercial,Retail,Avg Rent (Sqm),Dakahlia,Talkha,2024-Q4,2024,Q4,2799.01,EGP,Medium,False,10.9,SRC-613
Real Estate,Commercial,Retail,Foot Traffic Score,Dakahlia,Talkha,2024-Q4,2024,Q4,1773.52,Units,High,False,-1.5,
Real Estate,Commercial,Office,Avg Rent (Sqm),Dakahlia,Talkha,2024-Q4,2024,Q4,3378.43,EGP,Medium,False,12.1,SRC-343
Real Estate,Commercial,Office,Vacancy Rate,Dakahlia,Talkha,2024-Q4,2024,Q4,420.5,Units,Low,False,-12.9,SRC-503
Agriculture,Crops,Wheat,Yield per Feddan,Dakahlia,Talkha,2025-Q1,2025,Q1,4730.87,Units,Medium,False,22.0,
Agriculture,Crops,Wheat,Market Price (Ton),Dakahlia,Talkha,2025-Q1,2025,Q1,6872.71,EGP,Low,True,3.3,SRC-833
Agriculture,Crops,Wheat,Export Volume,Dakahlia,Talkha,2025-Q1,2025,Q1,31557.45,Units,Low,False,14.1,SRC-719
Agriculture,Crops,Cotton,Long Staple Price,Dakahlia,Talkha,2025-Q1,2025,Q1,4819.67,EGP,Low,False,23.0,SRC-366
Agriculture,Crops,Cotton,Short Staple Price,Dakahlia,Talkha,2025-Q1,2025,Q1,7619.07,EGP,Low,True,11.3,SRC-720
Agriculture,Crops,Rice,Yield per Feddan,Dakahlia,Talkha,2025-Q1,2025,Q1,1696.65,Units,Medium,False,-14.1,
Agriculture,Crops,Rice,Market Price (Ton),Dakahlia,Talkha,2025-Q1,2025,Q1,6203.91,EGP,Medium,True,-2.0,
Agriculture,Livestock,Cattle,Head Count,Dakahlia,Talkha,2025-Q1,2025,Q1,4742.33,Units,High,False,15.9,SRC-467
Agriculture,Livestock,Cattle,Milk Production,Dakahlia,Talkha,2025-Q1,2025,Q1,4869.8,Units,High,True,1.2,SRC-257
Agriculture,Livestock,Cattle,Meat Price,Dakahlia,Talkha,2025-Q1,2025,Q1,6465.71,EGP,Medium,True,9.3,SRC-969
Agriculture,Livestock,Poultry,Egg Production,Dakahlia,Talkha,2025-Q1,2025,Q1,5083.48,Units,Medium,False,7.7,SRC-666
Agriculture,Livestock,Poultry,Meat Price,Dakahlia,Talkha,2025-Q1,2025,Q1,10149.73,EGP,Low,True,2.5,SRC-595
Manufacturing,Textiles,Raw Materials,Cotton Yarn Price,Dakahlia,Talkha,2025-Q1,2025,Q1,9423.24,EGP,Medium,True,15.0,SRC-876
Manufacturing,Textiles,Raw Materials,Synthetic Fiber Price,Dakahlia,Talkha,2025-Q1,2025,Q1,8310.79,EGP,Low,True,-3.6,SRC-282
Manufacturing,Textiles,Apparel,Export Volume,Dakahlia,Talkha,2025-Q1,2025,Q1,18684.51,Units,High,True,12.8,SRC-511
Manufacturing,Textiles,Apparel,Local Sales Volume,Dakahlia,Talkha,2025-Q1,2025,Q1,4136.9,Units,Medium,False,0.3,
Manufacturing,Chemicals,Fertilizers,Nitrogen Price,Dakahlia,Talkha,2025-Q1,2025,Q1,1520.5,EGP,Medium,True,5.1,SRC-599
Manufacturing,Chemicals,Fertilizers,Phosphate Price,Dakahlia,Talkha,2025-Q1,2025,Q1,4110.56,EGP,Low,True,4.1,
Manufacturing,Chemicals,Fertilizers,Production Volume,Dakahlia,Talkha,2025-Q1,2025,Q1,33120.99,Units,High,True,12.9,SRC-851
Manufacturing,Chemicals,Plastics,Polyethylene Price,Dakahlia,Talkha,2025-Q1,2025,Q1,9277.96,EGP,Medium,True,19.0,SRC-198
Manufacturing,Chemicals,Plastics,Polypropylene Price,Dakahlia,Talkha,2025-Q1,2025,Q1,819.18,EGP,High,False,-3.9,SRC-634
Real Estate,Residential,Rental,Occupancy Rate,Dakahlia,Talkha,2025-Q1,2025,Q1,4723.88,Units,Low,True,19.2,SRC-991
Real Estate,Residential,Sales,Avg Price (Sqm),Dakahlia,Talkha,2025-Q1,2025,Q1,7541.18,EGP,Medium,False,21.5,
Real Estate,Residential,Sales,Sales Volume,Dakahlia,Talkha,2025-Q1,2025,Q1,22856.2,Units,High,True,-0.6,SRC-219
Real Estate,Commercial,Retail,Avg Rent (Sqm),Dakahlia,Talkha,2025-Q1,2025,Q1,2172.67,EGP,High,False,16.6,
Real Estate,Commercial,Retail,Foot Traffic Score,Dakahlia,Talkha,2025-Q1,2025,Q1,3309.89,Units,Medium,False,3.3,SRC-662
Real Estate,Commercial,Office,Avg Rent (Sqm),Dakahlia,Talkha,2025-Q1,2025,Q1,3486.3,EGP,High,True,-14.6,SRC-204
Real Estate,Commercial,Office,Vacancy Rate,Dakahlia,Talkha,2025-Q1,2025,Q1,4633.27,Units,Low,False,23.9,
Agriculture,Crops,Wheat,Yield per Feddan,Dakahlia,Talkha,2025-Q2,2025,Q2,548.26,Units,Low,True,4.4,SRC-507
Agriculture,Crops,Wheat,Market Price (Ton),Dakahlia,Talkha,2025-Q2,2025,Q2,1963.25,EGP,Low,False,8.8,
Agriculture,Crops,Wheat,Export Volume,Dakahlia,Talkha,2025-Q2,2025,Q2,35496.7,Units,Low,False,19.2,
Agriculture,Crops,Cotton,Long Staple Price,Dakahlia,Talkha,2025-Q2,2025,Q2,4715.94,EGP,Medium,False,1.1,SRC-744
Agriculture,Crops,Cotton,Export Volume,Dakahlia,Talkha,2025-Q2,2025,Q2,47469.91,Units,Low,False,0.1,
Agriculture,Crops,Rice,Yield per Feddan,Dakahlia,Talkha,2025-Q2,2025,Q2,1418.9,Units,Medium,False,16.4,
Agriculture,Crops,Rice,Market Price (Ton),Dakahlia,Talkha,2025-Q2,2025,Q2,8229.9,EGP,Medium,True,11.6,SRC-264
Agriculture,Livestock,Cattle,Head Count,Dakahlia,Talkha,2025-Q2,2025,Q2,3757.73,Units,Medium,False,16.5,SRC-127
Agriculture,Livestock,Cattle,Milk Production,Dakahlia,Talkha,2025-Q2,2025,Q2,3432.44,Units,Medium,True,2.5,SRC-196
Agriculture,Livestock,Cattle,Meat Price,Dakahlia,Talkha,2025-Q2,2025,Q2,3461.23,EGP,Medium,False,-8.9,SRC-180
Agriculture,Livestock,Poultry,Egg Production,Dakahlia,Talkha,2025-Q2,2025,Q2,498.0,Units,Medium,True,-7.1,SRC-225
Agriculture,Livestock,Poultry,Meat Price,Dakahlia,Talkha,2025-Q2,2025,Q2,7527.34,EGP,Low,False,10.5,SRC-135
Manufacturing,Textiles,Raw Materials,Cotton Yarn Price,Dakahlia,Talkha,2025-Q2,2025,Q2,7516.25,EGP,Low,True,-15.0,SRC-840
Manufacturing,Textiles,Raw Materials,Synthetic Fiber Price,Dakahlia,Talkha,2025-Q2,2025,Q2,5203.95,EGP,High,False,-4.1,SRC-697
Manufacturing,Textiles,Apparel,Export Volume,Dakahlia,Talkha,2025-Q2,2025,Q2,24987.14,Units,Medium,False,-7.0,
Manufacturing,Chemicals,Fertilizers,Nitrogen Price,Dakahlia,Talkha,2025-Q2,2025,Q2,7520.41,EGP,Medium,False,-6.9,SRC-418
Manufacturing,Chemicals,Fertilizers,Phosphate Price,Dakahlia,Talkha,2025-Q2,2025,Q2,7788.83,EGP,High,True,19.8,SRC-441
Manufacturing,Chemicals,Fertilizers,Production Volume,Dakahlia,Talkha,2025-Q2,2025,Q2,24660.82,Units,High,False,4.1,SRC-477
Manufacturing,Chemicals,Plastics,Polyethylene Price,Dakahlia,Talkha,2025-Q2,2025,Q2,2966.12,EGP,High,True,11.3,SRC-781
Real Estate,Residential,Rental,Avg Rent (Sqm),Dakahlia,Talkha,2025-Q2,2025,Q2,1434.66,EGP,High,False,6.5,
Real Estate,Residential,Rental,Occupancy Rate,Dakahlia,Talkha,2025-Q2,2025,Q2,2580.79,Units,Low,False,-11.3,SRC-756
Real Estate,Residential,Sales,Avg Price (Sqm),Dakahlia,Talkha,2025-Q2,2025,Q2,1166.27,EGP,Medium,False,-14.1,
Real Estate,Residential,Sales,Sales Volume,Dakahlia,Talkha,2025-Q2,2025,Q2,3964.74,Units,Medium,True,8.9,SRC-832
Real Estate,Commercial,Retail,Avg Rent (Sqm),Dakahlia,Talkha,2025-Q2,2025,Q2,3967.04,EGP,Medium,True,23.0,SRC-153
Real Estate,Commercial,Retail,Foot Traffic Score,Dakahlia,Talkha,2025-Q2,2025,Q2,1871.08,Units,Medium,True,-8.3,SRC-943
Real Estate,Commercial,Office,Avg Rent (Sqm),Dakahlia,Talkha,2025-Q2,2025,Q2,1346.9,EGP,Low,True,5.8,SRC-823
Real Estate,Commercial,Office,Vacancy Rate,Dakahlia,Talkha,2025-Q2,2025,Q2,2281.55,Units,High,True,-9.0,
Agriculture,Crops,Wheat,Yield per Feddan,Dakahlia,Talkha,2025-Q3,2025,Q3,4318.6,Units,Medium,True,15.1,SRC-181
Agriculture,Crops,Wheat,Market Price (Ton),Dakahlia,Talkha,2025-Q3,2025,Q3,4463.38,EGP,Medium,False,-12.2,SRC-433
Agriculture,Crops,Wheat,Export Volume,Dakahlia,Talkha,2025-Q3,2025,Q3,15565.58,Units,High,False,-1.3,SRC-882
Agriculture,Crops,Cotton,Long Staple Price,Dakahlia,Talkha,2025-Q3,2025,Q3,4274.39,EGP,Low,True,16.0,SRC-966
Agriculture,Crops,Cotton,Short Staple Price,Dakahlia,Talkha,2025-Q3,2025,Q3,1708.87,EGP,Medium,True,22.6,SRC-489
Agriculture,Crops,Cotton,Export Volume,Dakahlia,Talkha,2025-Q3,2025,Q3,38454.87,Units,High,True,-0.1,SRC-460
Agriculture,Crops,Rice,Yield per Feddan,Dakahlia,Talkha,2025-Q3,2025,Q3,3194.53,Units,Low,False,14.4,SRC-945
Agriculture,Crops,Rice,Market Price (Ton),Dakahlia,Talkha,2025-Q3,2025,Q3,6817.4,EGP,High,False,3.0,
Agriculture,Livestock,Cattle,Head Count,Dakahlia,Talkha,2025-Q3,2025,Q3,320.52,Units,Medium,True,24.2,SRC-700
Agriculture,Livestock,Cattle,Meat Price,Dakahlia,Talkha,2025-Q3,2025,Q3,7382.23,EGP,Low,True,22.9,SRC-977
Agriculture,Livestock,Poultry,Egg Production,Dakahlia,Talkha,2025-Q3,2025,Q3,4146.09,Units,High,True,-9.5,
Agriculture,Livestock,Poultry,Meat Price,Dakahlia,Talkha,2025-Q3,2025,Q3,6570.17,EGP,High,False,-4.8,SRC-251
Manufacturing,Textiles,Raw Materials,Cotton Yarn Price,Dakahlia,Talkha,2025-Q3,2025,Q3,3107.3,EGP,Medium,True,-6.9,
Manufacturing,Textiles,Raw Materials,Synthetic Fiber Price,Dakahlia,Talkha,2025-Q3,2025,Q3,9720.68,EGP,Low,False,18.9,SRC-450
Manufacturing,Textiles,Apparel,Export Volume,Dakahlia,Talkha,2025-Q3,2025,Q3,8112.78,Units,High,True,18.4,SRC-586
Manufacturing,Textiles,Apparel,Local Sales Volume,Dakahlia,Talkha,2025-Q3,2025,Q3,44752.31,Units,Low,False,22.6,SRC-416
Manufacturing,Chemicals,Fertilizers,Nitrogen Price,Dakahlia,Talkha,2025-Q3,2025,Q3,9463.39,EGP,Medium,False,-2.0,SRC-437
Manufacturing,Chemicals,Fertilizers,Phosphate Price,Dakahlia,Talkha,2025-Q3,2025,Q3,6348.43,EGP,Low,False,-1.9,SRC-585
Manufacturing,Chemicals,Plastics,Polyethylene Price,Dakahlia,Talkha,2025-Q3,2025,Q3,8346.73,EGP,Medium,False,-12.3,SRC-264
Manufacturing,Chemicals,Plastics,Polypropylene Price,Dakahlia,Talkha,2025-Q3,2025,Q3,3356.69,EGP,Low,True,-4.4,SRC-764
Real Estate,Residential,Rental,Avg Rent (Sqm),Dakahlia,Talkha,2025-Q3,2025,Q3,4266.34,EGP,Medium,False,7.4,SRC-531
Real Estate,Residential,Rental,Occupancy Rate,Dakahlia,Talkha,2025-Q3,2025,Q3,3488.48,Units,High,True,-10.4,SRC-916
Real Estate,Residential,Sales,Avg Price (Sqm),Dakahlia,Talkha,2025-Q3,2025,Q3,5536.69,EGP,High,False,3.3,
Real Estate,Residential,Sales,Sales Volume,Dakahlia,Talkha,2025-Q3,2025,Q3,50008.34,Units,Medium,False,8.9,SRC-710
Real Estate,Commercial,Retail,Avg Rent (Sqm),Dakahlia,Talkha,2025-Q3,2025,Q3,2449.24,EGP,Low,False,-3.7,
Real Estate,Commercial,Retail,Foot Traffic Score,Dakahlia,Talkha,2025-Q3,2025,Q3,3019.93,Units,Low,False,13.3,SRC-300
